study;condition_arm1;condition_arm2;condition_arm1_details;condition_arm2_details;multi_arm1;multi_arm2;.g;.g_se;instrument;outcome_type;rating;mean_arm1;sd_arm1;n_arm1;mean_arm2;sd_arm2;n_arm2;mean_change_arm1;sd_change_arm1;n_change_arm1;mean_change_arm2;sd_change_arm2;n_change_arm2;event_arm1;totaln_arm1;event_arm2;totaln_arm2;precalc_g;precalc_g_se;baseline_m_arm1;baseline_sd_arm1;baseline_n_arm1;baseline_m_arm2;baseline_sd_arm2;baseline_n_arm2;itt_claimed;is_subscale;is_subsample;primary_study;single_study;year;time;time_weeks;disorder;disorder_details;mean_age;percent_women;percent_ethnicity;percent_collegeeducation;country;treatfreq_arm1;boosternum_arm1;boosterlength_arm1;comorbid_mental;.log_rr;.log_rr_se;.event_arm1;.event_arm2;.totaln_arm1;.totaln_arm2;.id
Day, 2014;mbct;no treatment;mbct;waitlist;NA;NA;-0,49;0,35;headache disability, equivalent hours;msd;NA;21,21;16,38;17;13,22;15,18;17;0,46;NA;NA;0,19;NA;NA;NA;NA;NA;NA;NA;NA;20,75;18,27;17;13,03;20,80;17;1;4;0;1;1;2014;post;8,00;pain;headache;41,70;88,90;13,90;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;day2014_msd_headachedisability_equivalenthours_post_8.00_NA_mbct_notreatment_NA_NA
Day, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,21;0,34;acetaminophen;msd;NA;1093,11;1549,62;17;1507,90;2229,90;17;-1015,90;NA;NA;-65,56;NA;NA;NA;NA;NA;NA;NA;NA;2109,01;2384,49;17;1573,46;2240,19;17;1;1;0;1;1;2014;post;8,00;pain;headache;41,70;88,90;13,90;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;day2014_msd_acetaminophen_post_8.00_NA_mbct_notreatment_NA_NA
Day, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,71;0,35;morphine;msd;NA;2,76;13,52;17;20,51;31,97;17;2,17;NA;NA;-9,16;NA;NA;NA;NA;NA;NA;NA;NA;0,59;2,43;17;29,67;90,84;17;1;11;0;1;1;2014;post;8,00;pain;headache;41,70;88,90;13,90;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;day2014_msd_morphine_post_8.00_NA_mbct_notreatment_NA_NA
Day, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,07;0,33;brief pain inventory;msd;NA;2,94;2,22;19;3,12;2,26;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,68;1,99;19;3,19;2,20;17;1;2;0;1;1;2014;post;8,00;pain;headache;41,70;88,90;13,90;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;day2014_msd_briefpaininventory_post_8.00_NA_mbct_notreatment_NA_NA
Day, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,52;0,34;pain catastrophizing scale;msd;NA;15,58;10,96;19;21,90;12,80;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,63;9,58;19;23,20;13,70;17;1;12;0;1;1;2014;post;8,00;pain;headache;41,70;88,90;13,90;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;day2014_msd_paincatastrophizingscale_post_8.00_NA_mbct_notreatment_NA_NA
Day, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,32;0,34;chronic pain acceptance questionnaire;msd;NA;70,53;9,75;19;66,76;13,00;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65,79;11,67;19;69,59;10,44;17;1;3;0;1;1;2014;post;8,00;pain;headache;41,70;88,90;13,90;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;day2014_msd_chronicpainacceptancequestionnaire_post_8.00_NA_mbct_notreatment_NA_NA
Day, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,22;0,33;headache management self;msd;NA;129,05;29,83;19;123,41;17,42;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;116,89;18,28;19;124,76;18,20;17;1;9;0;1;1;2014;post;8,00;pain;headache;41,70;88,90;13,90;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;day2014_msd_headachemanagementself_post_8.00_NA_mbct_notreatment_NA_NA
Day, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,33;0,34;mindful attention awareness scale;msd;NA;4,02;0,91;19;3,75;0,68;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,91;1,02;19;4,07;0,85;17;1;10;0;1;1;2014;post;8,00;pain;headache;41,70;88,90;13,90;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;day2014_msd_mindfulattentionawarenessscale_post_8.00_NA_mbct_notreatment_NA_NA
Dedios, 2012;none;no treatment;mindfulness;waitlist;NA;NA;0,99;0,42;marijuana use days (in past 7 days);msd;NA;2,18;2,58;17;4,70;2,26;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,30;2,44;23;4,25;1,82;12;1;1;0;1;1;2012;post;2,00;addiction;substance abuse;23,03;100,00;50,00;NA;united states;0,67;0;0;0;NA;NA;NA;NA;NA;NA;dedios2012_msd_marijuanausedays(inpast7days)_post_2.00_NA_none_notreatment_NA_NA
Dedios, 2012;none;no treatment;mindfulness;waitlist;NA;NA;-0,29;0,42;marijuana use days (in past 7 days);msd;NA;0,41;1,70;16;0,00;0,00;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,30;2,44;23;4,25;1,82;12;1;1;0;1;1;2012;fu;2,00;addiction;substance abuse;23,03;100,00;50,00;NA;united states;0,67;0;0;0;NA;NA;NA;NA;NA;NA;dedios2012_msd_marijuanausedays(inpast7days)_fu_2.00_NA_none_notreatment_NA_NA
Dejong, 2016;mbct;no treatment;mbct;waitlist;NA;NA;0,63;0,36;quick inventory of depressive symptoms;msd;NA;7,20;3,50;19;9,50;3,70;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,30;2,90;19;11,50;3,70;14;1;5;0;1;1;2016;post;8,00;depression;chronic pain;50,70;72,70;9,10;NA;united states;1,00;0;0;1;NA;NA;NA;NA;NA;NA;dejong2016_msd_quickinventoryofdepressivesymptoms_post_8.00_NA_mbct_notreatment_NA_NA
Dejong, 2016;mbct;no treatment;mbct;waitlist;NA;NA;0,45;0,36;hamilton rating scale of depression;msd;NA;12,80;6,70;19;15,60;4,90;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,00;4,80;19;18,10;5,60;14;1;3;0;1;1;2016;post;8,00;depression;chronic pain;50,70;72,70;9,10;NA;united states;1,00;0;0;1;NA;NA;NA;NA;NA;NA;dejong2016_msd_hamiltonratingscaleofdepression_post_8.00_NA_mbct_notreatment_NA_NA
Dejong, 2016;mbct;no treatment;mbct;waitlist;NA;NA;-0,05;0,35;visual analog scale pain intensity;msd;NA;5,50;1,70;19;5,40;2,30;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,90;1,70;19;5,90;1,40;14;1;6;0;1;1;2016;post;8,00;pain;chronic pain;50,70;72,70;9,10;NA;united states;1,00;0;0;1;NA;NA;NA;NA;NA;NA;dejong2016_msd_visualanalogscalepainintensity_post_8.00_NA_mbct_notreatment_NA_NA
Dejong, 2016;mbct;no treatment;mbct;waitlist;NA;NA;0,35;0,38;brief pain inventory;msd;NA;5,80;2,00;17;6,60;2,50;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,60;2,20;17;6,90;2,40;12;1;1;0;1;1;2016;post;8,00;pain;chronic pain;50,70;72,70;9,10;NA;united states;1,00;0;0;1;NA;NA;NA;NA;NA;NA;dejong2016_msd_briefpaininventory_post_8.00_NA_mbct_notreatment_NA_NA
Dejong, 2016;mbct;no treatment;mbct;waitlist;NA;NA;0,03;0,38;pain catastrophizing scale;msd;NA;24,94;12,16;17;25,25;11,52;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,82;12,28;17;27,17;10,67;12;1;4;0;1;1;2016;post;8,00;pain;chronic pain;50,70;72,70;9,10;NA;united states;1,00;0;0;1;NA;NA;NA;NA;NA;NA;dejong2016_msd_paincatastrophizingscale_post_8.00_NA_mbct_notreatment_NA_NA
Delgado, 2010;none;specific active control;mindfulness;progressive muscle relaxation + scheduled worry;NA;NA;-0,01;0,35;penn state worry questionnaire;msd;NA;58,90;7,90;15;58,80;8,60;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67,00;4,10;15;66,70;3,60;17;0;2;0;1;1;2010;post;5,00;anxiety;anxiety;21,00;100,00;NA;100,00;spain;2,00;0;0;0;NA;NA;NA;NA;NA;NA;delgado2010_msd_pennstateworryquestionnaire_post_5.00_NA_none_specificactivecontrol_NA_NA
Delgado, 2010;none;specific active control;mindfulness;progressive muscle relaxation + scheduled worry;NA;NA;0,05;0,35;state;msd;NA;26,30;11,20;15;26,90;10,90;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,70;10,70;15;31,60;11,60;17;0;3;0;1;1;2010;post;5,00;anxiety;anxiety;21,00;100,00;NA;100,00;spain;2,00;0;0;0;NA;NA;NA;NA;NA;NA;delgado2010_msd_state_post_5.00_NA_none_specificactivecontrol_NA_NA
Delgado, 2010;none;specific active control;mindfulness;progressive muscle relaxation + scheduled worry;NA;NA;-0,15;0,35;daily self;msd;NA;25,40;20,10;15;21,80;17,65;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,70;28,05;15;39,60;21,15;17;0;1;0;1;1;2010;post;5,00;anxiety;anxiety;21,00;100,00;NA;100,00;spain;2,00;0;0;0;NA;NA;NA;NA;NA;NA;delgado2010_msd_dailyself_post_5.00_NA_none_specificactivecontrol_NA_NA
Dimidjian, 2016;mbct;minimal treatment;mbct-perinatal depression;tau;NA;NA;0,44;0,28;edinburgh postpartum depression scale;msd;NA;4,67;3,95;24;6,39;3,81;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,98;3,95;40;5,07;4,91;43;1;2;0;1;1;2016;post;8,00;depression;depression;29,85;100,00;29,07;76,75;united states;1,00;1;120;0;NA;NA;NA;NA;NA;NA;dimidjian2016_msd_edinburghpostpartumdepressionscale_post_8.00_NA_mbct_minimaltreatment_NA_NA
Dimidjian, 2016;mbct;minimal treatment;mbct-perinatal depression;tau;NA;NA;0,31;0,28;edinburgh postpartum depression scale;msd;NA;5,48;5,54;21;7,13;4,90;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,98;3,95;40;5,07;4,91;43;1;2;0;1;1;2016;fu1;8,00;depression;depression;29,85;100,00;29,07;76,75;united states;1,00;1;120;0;NA;NA;NA;NA;NA;NA;dimidjian2016_msd_edinburghpostpartumdepressionscale_fu1_8.00_NA_mbct_minimaltreatment_NA_NA
Dimidjian, 2016;mbct;minimal treatment;mbct-perinatal depression;tau;NA;NA;0,33;0,29;edinburgh postpartum depression scale;msd;NA;4,90;5,22;21;6,62;4,94;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,98;3,95;40;5,07;4,91;43;1;2;0;1;1;2016;fu2;8,00;depression;depression;29,85;100,00;29,07;76,75;united states;1,00;1;120;0;NA;NA;NA;NA;NA;NA;dimidjian2016_msd_edinburghpostpartumdepressionscale_fu2_8.00_NA_mbct_minimaltreatment_NA_NA
Eisendrath, 2016;mbct;specific active control;mbct;hep;NA;NA;0,05;0,15;ruminative response scale;msd;NA;49,30;11,50;87;49,90;11,50;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,00;11,10;87;58,90;11,10;86;1;8;0;1;1;2016;post;8,00;depression;depression;46,16;76,30;80,10;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;eisendrath2016_msd_ruminativeresponsescale_post_8.00_NA_mbct_specificactivecontrol_NA_NA
Eisendrath, 2016;mbct;specific active control;mbct;hep;NA;NA;0,39;0,15;ffmq observing;msd;NA;27,10;6,20;87;24,70;5,90;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,30;6,40;87;24,10;6,00;86;1;6;0;1;1;2016;post;8,00;depression;depression;46,16;76,30;80,10;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;eisendrath2016_msd_ffmqobserving_post_8.00_NA_mbct_specificactivecontrol_NA_NA
Eisendrath, 2016;mbct;specific active control;mbct;hep;NA;NA;0,07;0,15;ffmq describing;msd;NA;27,30;7,40;87;26,80;6,70;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,00;7,40;87;24,30;7,10;86;1;3;0;1;1;2016;post;8,00;depression;depression;46,16;76,30;80,10;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;eisendrath2016_msd_ffmqdescribing_post_8.00_NA_mbct_specificactivecontrol_NA_NA
Eisendrath, 2016;mbct;specific active control;mbct;hep;NA;NA;0,00;0,15;ffmq acting with awareness;msd;NA;23,80;6,40;87;23,80;7,10;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,20;6,40;87;20,20;5,90;86;1;2;0;1;1;2016;post;8,00;depression;depression;46,16;76,30;80,10;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;eisendrath2016_msd_ffmqactingwithawareness_post_8.00_NA_mbct_specificactivecontrol_NA_NA
Eisendrath, 2016;mbct;specific active control;mbct;hep;NA;NA;0,06;0,15;ffmq nonjudging;msd;NA;27,00;5,90;87;26,60;6,80;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,10;6,80;87;21,90;7,60;86;1;4;0;1;1;2016;post;8,00;depression;depression;46,16;76,30;80,10;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;eisendrath2016_msd_ffmqnonjudging_post_8.00_NA_mbct_specificactivecontrol_NA_NA
Eisendrath, 2016;mbct;specific active control;mbct;hep;NA;NA;0,22;0,15;ffmq nonreactive;msd;NA;20,90;5,10;87;19,80;4,80;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,60;4,60;87;18,10;5,20;86;1;5;0;1;1;2016;post;8,00;depression;depression;46,16;76,30;80,10;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;eisendrath2016_msd_ffmqnonreactive_post_8.00_NA_mbct_specificactivecontrol_NA_NA
Esmer, 2010;mbsr;no treatment;mbsr;waitlist;NA;NA;2,73;0,57;chronic pain acceptance questionanire;msd;NA;76,80;7,10;15;58,30;5,60;10;7,00;13,5;NA;-6,70;11,0;NA;NA;NA;NA;NA;NA;NA;69,80;7,10;15;65,00;5,60;10;0;1;0;1;1;2010;post;8,00;pain;chronic pain;55,08;44,00;NA;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;esmer2010_msd_chronicpainacceptancequestionanire_post_8.00_NA_mbsr_notreatment_NA_NA
Esmer, 2010;mbsr;no treatment;mbsr;waitlist;NA;NA;0,80;0,42;roland;msd;NA;3,10;5,10;15;7,30;5,00;10;-3,60;3,4;NA;0,10;1,9;NA;NA;NA;NA;NA;NA;NA;6,70;5,10;15;7,20;5,00;10;0;2;0;1;1;2010;post;8,00;pain;chronic pain;55,08;44,00;NA;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;esmer2010_msd_roland_post_8.00_NA_mbsr_notreatment_NA_NA
Esmer, 2010;mbsr;no treatment;mbsr;waitlist;NA;NA;1,21;0,44;summary visual analog scale for pain;msd;NA;16,30;5,00;15;24,10;7,80;10;-6,90;6,9;NA;-0,20;6,0;NA;NA;NA;NA;NA;NA;NA;23,20;5,00;15;24,30;7,80;10;0;3;0;1;1;2010;post;8,00;pain;chronic pain;55,08;44,00;NA;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;esmer2010_msd_summaryvisualanalogscaleforpain_post_8.00_NA_mbsr_notreatment_NA_NA
Fissler, 2016;mbct;specific active control;mindfulness;stress reduction;NA;NA;1,27;0,27;beck depression inventory;msd;NA;9,60;6,00;36;19,20;8,80;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,90;7,00;38;28,50;6,70;36;0;1;0;1;1;2016;post;3,00;depression;depression;41,55;60,29;NA;NA;germany;1,00;0;0;0;NA;NA;NA;NA;NA;NA;fissler2016_msd_beckdepressioninventory_post_3.00_NA_mbct_specificactivecontrol_NA_NA
Fleer, 2014;mbct;no treatment;mbct vs. tau;tau;NA;NA;-0,18;0,35;inventory of depressive symptomatology at relapse;msd;NA;26,50;7,00;15;25,30;6,30;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;0;1;1;2014;post;8,00;depression;depression;40,50;73,95;NA;65,15;netherlands;1,00;0;0;0;NA;NA;NA;NA;NA;NA;fleer2014_msd_inventoryofdepressivesymptomatologyatrelapse_post_8.00_NA_mbct_notreatment_NA_NA
Fogarty, 2015;mbsr;no treatment;mbsr;waitlist;NA;NA;0,05;0,31;swollen joint count;msd;NA;9,01;7,75;21;9,44;9,90;21;-1,70;NA;NA;-2,80;NA;NA;NA;NA;NA;NA;NA;NA;10,71;7,75;21;12,24;9,90;21;0;1;0;1;1;2015;post;8,00;pain;rheumatoid arthritis;53,50;88,10;NA;NA;new zealand;1,00;0;0;0;NA;NA;NA;NA;NA;NA;fogarty2015_msd_swollenjointcount_post_8.00_NA_mbsr_notreatment_NA_NA
Fogarty, 2015;mbsr;no treatment;mbsr;waitlist;NA;NA;0,07;0,31;swollen joint count;msd;NA;9,47;7,75;21;10,07;9,90;21;-1,24;NA;NA;-2,17;NA;NA;NA;NA;NA;NA;NA;NA;10,71;7,75;21;12,24;9,90;21;0;1;0;1;1;2015;fu2;8,00;pain;rheumatoid arthritis;53,50;88,10;NA;NA;new zealand;1,00;0;0;0;NA;NA;NA;NA;NA;NA;fogarty2015_msd_swollenjointcount_fu2_8.00_NA_mbsr_notreatment_NA_NA
Fogarty, 2015;mbsr;no treatment;mbsr;waitlist;NA;NA;0,91;0,32;tender joint count;msd;NA;0,91;3,77;21;4,98;4,91;21;-2,80;NA;NA;-0,40;NA;NA;NA;NA;NA;NA;NA;NA;3,71;3,77;21;5,38;4,91;21;0;2;0;1;1;2015;post;8,00;pain;rheumatoid arthritis;53,50;88,10;NA;NA;new zealand;1,00;0;0;0;NA;NA;NA;NA;NA;NA;fogarty2015_msd_tenderjointcount_post_8.00_NA_mbsr_notreatment_NA_NA
Fogarty, 2015;mbsr;no treatment;mbsr;waitlist;NA;NA;1,02;0,33;tender joint count;msd;NA;-0,29;3,77;21;4,28;4,91;21;-4,00;NA;NA;-1,10;NA;NA;NA;NA;NA;NA;NA;NA;3,71;3,77;21;5,38;4,91;21;0;2;0;1;1;2015;fu2;8,00;pain;rheumatoid arthritis;53,50;88,10;NA;NA;new zealand;1,00;0;0;0;NA;NA;NA;NA;NA;NA;fogarty2015_msd_tenderjointcount_fu2_8.00_NA_mbsr_notreatment_NA_NA
Fogarty, 2015;mbsr;no treatment;mbsr;waitlist;NA;NA;0,80;0,32;visual analog scale;msd;NA;47,62;22,89;21;66,38;23,11;21;-12,00;NA;NA;5,00;NA;NA;NA;NA;NA;NA;NA;NA;59,62;22,89;21;61,38;23,11;21;0;3;0;1;1;2015;post;8,00;pain;rheumatoid arthritis;53,50;88,10;NA;NA;new zealand;1,00;0;0;0;NA;NA;NA;NA;NA;NA;fogarty2015_msd_visualanalogscale_post_8.00_NA_mbsr_notreatment_NA_NA
Fogarty, 2015;mbsr;no treatment;mbsr;waitlist;NA;NA;0,40;0,31;visual analog scale;msd;NA;51,12;22,89;21;60,38;23,11;21;-8,50;NA;NA;-1,00;NA;NA;NA;NA;NA;NA;NA;NA;59,62;22,89;21;61,38;23,11;21;0;3;0;1;1;2015;fu2;8,00;pain;rheumatoid arthritis;53,50;88,10;NA;NA;new zealand;1,00;0;0;0;NA;NA;NA;NA;NA;NA;fogarty2015_msd_visualanalogscale_fu2_8.00_NA_mbsr_notreatment_NA_NA
Garland, 2010;more;specific active control;more;alcohol dependence support group;NA;NA;-0,30;0,33;craving;msd;NA;4,60;5,30;18;3,20;3,60;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,70;5,50;18;4,90;4,40;19;0;3;0;1;1;2010;post;10,00;addiction;alcohol abuse;40,30;20,80;66,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;garland2010_msd_craving_post_10.00_NA_more_specificactivecontrol_NA_NA
Garland, 2010;more;specific active control;more;alcohol dependence support group;NA;NA;0,09;0,33;impaired alcohol response inhibition;msd;NA;4,90;4,90;18;5,30;4,20;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,80;5,50;18;6,20;4,90;18;0;5;0;1;1;2010;post;10,00;addiction;alcohol abuse;40,30;20,80;66,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;garland2010_msd_impairedalcoholresponseinhibition_post_10.00_NA_more_specificactivecontrol_NA_NA
Garland, 2010;more;specific active control;more;alcohol dependence support group;NA;NA;0,71;0,49;200 ms approach ab;msd;NA;2,90;21,90;9;17,60;17,20;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,20;6,90;9;13,50;8,20;9;0;1;0;1;1;2010;post;10,00;addiction;alcohol abuse;40,30;20,80;66,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;garland2010_msd_200msapproachab_post_10.00_NA_more_specificactivecontrol_NA_NA
Garland, 2010;more;specific active control;more;alcohol dependence support group;NA;NA;-0,03;0,53;2000 ms approach ab;msd;NA;2,30;21,90;7;1,70;10,40;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,60;12,10;7;12,90;9,10;7;0;2;0;1;1;2010;post;10,00;addiction;alcohol abuse;40,30;20,80;66,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;garland2010_msd_2000msapproachab_post_10.00_NA_more_specificactivecontrol_NA_NA
Garland, 2010;more;specific active control;more;alcohol dependence support group;NA;NA;-0,51;0,34;ffmq;msd;NA;109,80;14,60;17;118,30;17,90;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;108,30;12,30;17;115,90;15,10;19;0;4;0;1;1;2010;post;10,00;addiction;alcohol abuse;40,30;20,80;66,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;garland2010_msd_ffmq_post_10.00_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,38;0,19;depression symptoms;msd;NA;8,20;7,09;57;10,76;6,44;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,63;6,82;57;11,50;7,37;57;NA;3;0;0;0;2013;post;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_depressionsymptoms_post_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,24;0,19;muscle tension symptoms;msd;NA;16,50;7,42;57;18,26;6,86;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,87;6,56;57;20,24;7,30;57;NA;5;0;0;0;2013;post;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_muscletensionsymptoms_post_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,57;0,19;pain severity;msd;NA;4,86;1,38;57;5,71;1,58;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,44;1,40;57;5,49;1,54;57;NA;10;0;0;0;2013;post;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_painseverity_post_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,76;0,19;pain severity;msd;NA;4,77;1,95;57;6,10;1,48;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,44;1,40;57;5,49;1,54;57;NA;10;0;0;0;2013;fu1;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_painseverity_fu1_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,98;0,20;pain interference;msd;NA;5,22;1,88;57;6,90;1,50;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,87;2,15;57;6,37;2,02;57;NA;9;0;0;0;2013;post;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_paininterference_post_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,93;0,20;pain interference;msd;NA;4,60;2,66;57;6,75;1,86;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,87;2,15;57;6,37;2,02;57;NA;9;0;0;0;2013;fu1;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_paininterference_fu1_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,65;0,19;opiod craving;msd;NA;2,60;1,61;57;4,32;3,35;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,36;3,00;57;5,03;3,44;57;NA;6;0;0;0;2013;post;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_opiodcraving_post_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,21;0,19;opiod craving;msd;NA;3,82;3,15;57;4,45;2,91;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,36;3,00;57;5,03;3,44;57;NA;6;0;0;0;2013;fu1;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_opiodcraving_fu1_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,51;0,19;opiod misuse;msd;NA;11,27;7,67;57;15,68;9,56;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,19;7,90;57;18,62;11,24;57;NA;7;0;0;0;2013;post;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_opiodmisuse_post_NA_NA_more_specificactivecontrol_NA_NA
Garland, 2014-jccp;more;specific active control;more;support group;NA;NA;0,33;0,19;opiod misuse;msd;NA;13,90;6,91;57;16,44;8,28;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,19;7,90;57;18,62;11,24;57;NA;7;0;0;0;2013;fu1;NA;pain;chronic pain;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;garland2014-jccp_msd_opiodmisuse_fu1_NA_NA_more_specificactivecontrol_NA_NA
